YearOfObservation,Insured_Period,Residential,Building_Painted,Building_Fenced,Garden,Settlement,Building Dimension,Building_Type,NumberOfWindows,Geo_Code,Claim,Building_Age
2012,1.0,0,1,0,1.0,1,4432.0,2,,59378,1,24.0
2013,1.0,0,0,1,0.0,0,4812.0,2,6.0,59378,1,10.0
2015,1.0,0,1,0,1.0,1,3200.0,3,,59410,1,35.0
2014,1.0,0,1,0,1.0,1,4463.0,2,,59421,1,26.0
2012,1.0,0,1,0,1.0,1,1934.0,2,,59421,1,24.0
2016,0.99726776,0,1,0,1.0,1,4500.0,2,,59426,1,28.0
2016,0.99726776,0,1,0,1.0,1,1960.0,2,,59426,1,28.0
2012,1.0,0,0,0,1.0,1,6250.0,2,,59431,0,24.0
2014,1.0,0,1,0,1.0,1,800.0,2,,59482,1,26.0
2012,1.0,0,0,1,0.0,0,1200.0,2,3.0,59508,0,4.0
2013,0.493150685,1,1,0,1.0,1,1100.0,3,,59512,1,53.0
2014,0.293150685,0,0,1,0.0,0,4400.0,3,7.0,59512,0,8.0
2012,1.0,0,0,1,0.0,0,1800.0,3,4.0,59512,0,62.0
2013,1.0,0,0,1,0.0,0,500.0,3,4.0,59512,0,113.0
2014,1.0,0,0,1,0.0,0,500.0,3,4.0,59512,0,114.0
2012,1.0,1,0,1,0.0,0,4045.0,2,5.0,59527,1,2.0
2014,1.0,0,1,0,1.0,1,520.0,2,,59560,0,
2014,1.0,0,1,0,1.0,1,1046.0,3,,59599,1,54.0
2013,1.0,0,0,1,0.0,0,900.0,3,4.0,59599,0,23.0
2014,1.0,0,0,1,0.0,0,900.0,3,4.0,59599,0,24.0
2015,1.0,0,1,0,1.0,1,1450.0,3,,59599,0,27.0
2016,0.99726776,0,1,0,1.0,1,2900.0,3,,59599,1,36.0
2012,1.0,0,0,1,0.0,0,620.0,3,4.0,59599,0,62.0
2013,1.0,0,0,1,0.0,0,620.0,3,4.0,59599,0,63.0
2012,1.0,0,0,1,0.0,0,10900.0,3,5.0,59599,0,3.0
2014,1.0,0,0,1,0.0,0,10900.0,3,5.0,59599,1,5.0
2016,0.99726776,0,0,1,0.0,0,10900.0,3,5.0,59599,1,7.0
2014,1.0,0,0,1,0.0,0,660.0,3,3.0,59599,0,14.0
2012,1.0,0,0,1,0.0,0,5464.0,3,5.0,59599,0,1.0
2014,1.0,0,0,1,0.0,0,4500.0,3,4.0,59599,0,8.0
2013,1.0,0,0,1,0.0,0,700.0,3,4.0,59599,0,83.0
2013,0.487671233,0,0,1,0.0,0,300.0,2,2.0,59636,0,83.0
2015,1.0,0,0,1,0.0,0,550.0,3,3.0,59650,0,65.0
2014,1.0,0,0,1,0.0,0,843.0,2,4.0,59656,1,6.0
2013,1.0,0,0,1,0.0,0,19195.0,2,6.0,60057,1,43.0
2012,1.0,0,0,1,0.0,0,580.0,2,3.0,60139,0,52.0
2015,1.0,1,1,0,1.0,1,520.0,2,,60139,0,27.0
2013,1.0,0,0,1,0.0,0,720.0,2,5.0,60141,1,68.0
2015,1.0,0,0,1,0.0,0,1734.0,2,4.0,60141,0,29.0
2016,0.99726776,0,0,1,0.0,0,11389.0,2,,60159,1,37.0
2012,1.0,0,0,1,0.0,0,3628.0,2,6.0,60159,0,14.0
2013,1.0,0,0,0,1.0,1,1200.0,2,,60159,1,53.0
2016,0.99726776,0,0,1,0.0,0,11768.0,2,4.0,60172,1,25.0
2016,0.99726776,0,0,0,1.0,1,872.0,2,,60338,0,28.0
2012,1.0,0,0,1,0.0,0,2755.0,2,3.0,60346,0,3.0
2013,1.0,0,0,1,0.0,0,1466.0,2,4.0,60346,1,12.0
2013,1.0,1,0,1,0.0,0,225.0,2,2.0,60450,0,63.0
2014,1.0,1,0,1,0.0,0,350.0,2,3.0,60513,0,54.0
2012,1.0,0,0,1,0.0,0,350.0,2,3.0,60572,0,112.0
2012,1.0,0,0,1,0.0,0,400.0,2,3.0,60612,1,262.0
2013,0.495890411,0,1,0,1.0,1,191.0,2,,60661,0,53.0
2012,0.196721311,0,0,0,1.0,1,634.0,1,,61001,0,52.0
2012,1.0,0,1,0,1.0,1,900.0,1,,61001,0,24.0
2012,1.0,0,0,0,1.0,1,2800.0,1,,61006,0,32.0
2014,0.709589041,0,0,0,1.0,1,2000.0,1,,61006,0,54.0
2013,0.495890411,0,0,0,1.0,1,400.0,1,,61169,0,53.0
2014,1.0,0,0,1,0.0,0,11000.0,1,7.0,61483,1,116.0
2012,1.0,0,0,1,,0,3900.0,1,5.0,61483,0,36.0
2013,1.0,0,0,1,,0,3900.0,1,5.0,61483,1,37.0
2015,0.517808219,0,0,1,0.0,0,568.0,2,3.0,62041,0,35.0
2013,1.0,0,0,1,0.0,0,362.0,2,3.0,62041,0,313.0
2013,0.41369863,0,1,0,1.0,1,272.0,2,,62041,0,53.0
2016,1.0,1,1,0,1.0,1,150.0,2,,62108,0,56.0
2016,1.0,0,0,1,0.0,0,750.0,2,5.0,62108,0,6.0
2014,1.0,0,0,0,1.0,1,630.0,2,,62108,0,54.0
2016,0.99726776,0,0,0,1.0,1,630.0,2,,62108,0,56.0
2012,1.0,0,0,0,1.0,1,465.0,2,,62108,0,32.0
2013,0.161643836,0,0,0,1.0,1,465.0,2,,62108,0,33.0
2013,0.161643836,0,0,0,1.0,1,225.0,2,,62108,0,33.0
2013,0.301369863,0,0,0,1.0,1,120.0,2,,62108,0,33.0
2016,0.99726776,0,0,1,0.0,0,690.0,2,4.0,62108,0,86.0
2013,0.161643836,0,0,1,0.0,0,280.0,2,3.0,62108,0,53.0
2015,1.0,0,0,1,0.0,0,520.0,2,4.0,62108,0,55.0
2012,1.0,0,0,0,1.0,1,200.0,2,,62108,0,32.0
2016,1.0,0,1,0,1.0,1,145.0,2,,62108,0,36.0
2013,0.41369863,0,0,0,1.0,1,420.0,2,,62108,0,53.0
2014,0.747945205,0,0,0,1.0,1,1350.0,2,,62108,1,34.0
2015,1.0,0,0,1,0.0,0,1300.0,2,3.0,62108,0,25.0
2012,1.0,0,0,0,1.0,1,550.0,2,,62108,1,52.0
2013,0.495890411,0,0,0,1.0,1,550.0,2,,62108,0,53.0
2015,1.0,0,0,1,0.0,0,630.0,2,5.0,62108,0,25.0
2013,1.0,0,0,0,1.0,1,3950.0,2,,62108,1,25.0
2014,0.0,0,0,0,1.0,1,180.0,2,,62108,0,26.0
2014,1.0,0,0,1,0.0,0,1650.0,2,3.0,62108,0,24.0
2015,1.0,0,0,1,0.0,0,1650.0,2,3.0,62108,0,25.0
2013,1.0,0,0,0,1.0,1,2500.0,2,,62108,0,25.0
2014,0.838356164,0,0,1,0.0,0,290.0,2,4.0,62119,1,44.0
2013,1.0,0,0,1,0.0,0,850.0,2,5.0,62160,1,113.0
2013,1.0,0,0,1,0.0,0,2407.0,2,4.0,62160,0,3.0
2014,1.0,0,0,1,0.0,0,10207.0,2,6.0,62160,0,44.0
2012,1.0,1,0,0,1.0,1,210.0,2,,62160,0,
2012,0.06557377,0,0,1,0.0,0,2397.0,2,4.0,62160,0,1.0
2016,0.99726776,0,0,1,0.0,0,1140.0,2,4.0,62160,1,116.0
2012,1.0,0,0,1,0.0,0,1100.0,2,4.0,62160,1,52.0
2013,1.0,0,0,1,0.0,0,166.0,2,3.0,62160,0,53.0
2015,1.0,0,1,0,1.0,1,6270.0,2,,62193,1,55.0
2013,1.0,0,0,1,0.0,0,380.0,2,3.0,62193,0,5.0
2012,1.0,0,0,1,0.0,0,1010.0,2,5.0,62193,0,32.0
2013,1.0,0,0,1,0.0,0,1010.0,2,5.0,62193,0,33.0
2012,1.0,0,0,1,0.0,0,100.0,2,4.0,62193,0,82.0
2014,0.495890411,0,0,1,0.0,0,100.0,2,4.0,62193,0,84.0
2012,1.0,0,0,0,1.0,1,445.0,2,,62193,0,52.0
2015,1.0,0,0,0,1.0,1,445.0,2,,62193,0,55.0
2012,1.0,0,0,0,1.0,1,7200.0,2,,62193,0,32.0
2013,1.0,0,0,0,1.0,1,7200.0,2,,62193,0,33.0
2013,1.0,0,0,0,1.0,1,6000.0,2,,62193,1,33.0
2013,1.0,0,0,1,0.0,0,2225.0,2,6.0,62193,0,18.0
2014,1.0,0,0,1,0.0,0,2225.0,2,6.0,62193,0,19.0
2012,1.0,0,0,0,1.0,1,850.0,2,,62193,0,24.0
2013,1.0,0,0,1,0.0,0,335.0,2,4.0,62193,0,63.0
2016,0.99726776,0,1,0,1.0,1,1300.0,2,,62201,0,28.0
2013,1.0,0,0,1,0.0,0,3147.0,2,5.0,62201,0,53.0
2015,1.0,0,0,1,0.0,0,3147.0,2,5.0,62201,0,55.0
2015,1.0,0,0,1,0.0,0,700.0,2,3.0,62201,0,27.0
2015,1.0,0,0,1,0.0,0,2100.0,2,4.0,62201,0,6.0
2013,1.0,0,0,1,0.0,0,480.0,2,2.0,62201,0,43.0
2014,1.0,0,0,1,0.0,0,632.0,2,3.0,62201,0,44.0
2015,1.0,0,0,1,0.0,0,632.0,2,3.0,62201,1,45.0
2013,1.0,0,0,1,0.0,0,520.0,2,2.0,62201,0,43.0
2015,1.0,0,0,1,0.0,0,1398.0,2,5.0,62201,0,45.0
2015,1.0,0,0,1,0.0,0,1590.0,2,5.0,62201,1,45.0
2016,1.0,0,0,1,0.0,0,728.0,2,4.0,62201,0,48.0
2012,1.0,0,0,1,0.0,0,2800.0,2,5.0,62201,1,42.0
2013,1.0,0,0,1,0.0,0,1677.0,2,3.0,62201,0,43.0
2016,0.99726776,0,0,1,0.0,0,1677.0,2,3.0,62201,0,46.0
2013,1.0,0,0,1,0.0,0,1000.0,2,2.0,62201,0,15.0
2015,1.0,0,0,1,0.0,0,1000.0,2,2.0,62201,0,17.0
2014,1.0,0,0,0,1.0,1,1630.0,2,,62201,0,26.0
2016,0.99726776,0,0,0,1.0,1,1630.0,2,,62201,0,28.0
2012,1.0,0,0,1,0.0,0,499.0,2,3.0,62261,0,5.0
2014,1.0,0,0,1,0.0,0,1700.0,2,4.0,62261,1,5.0
2016,1.0,0,0,1,0.0,0,1011.0,2,3.0,62300,0,2.0
2014,1.0,0,0,1,0.0,0,991.0,2,3.0,62318,0,2.0
2013,0.0,0,0,0,1.0,1,1750.0,2,,62498,0,
2016,0.893442623,0,0,1,0.0,0,864.0,2,3.0,62516,0,66.0
2016,0.99726776,0,1,0,1.0,1,2000.0,2,,62571,0,28.0
2013,0.468493151,0,1,0,1.0,1,800.0,2,,62571,0,25.0
2014,1.0,0,1,0,1.0,1,600.0,2,,62571,0,26.0
2013,1.0,0,1,0,1.0,1,840.0,2,,62571,0,33.0
2015,1.0,0,1,0,1.0,1,2800.0,2,,62571,0,27.0
2013,1.0,0,1,0,1.0,1,1050.0,2,,62571,0,25.0
2013,1.0,0,0,1,0.0,0,1680.0,2,4.0,62571,0,6.0
2014,1.0,0,0,0,1.0,1,560.0,2,,62571,0,34.0
2012,1.0,0,0,0,1.0,1,1500.0,2,,62571,0,32.0
2013,0.15890411,0,0,0,1.0,1,1500.0,2,,62571,0,33.0
2012,1.0,0,1,0,1.0,1,580.0,2,,62571,1,32.0
2012,1.0,0,1,0,1.0,1,300.0,2,,62571,0,32.0
2013,1.0,0,0,0,1.0,1,940.0,2,,62571,0,33.0
2012,1.0,0,1,0,1.0,1,600.0,2,,62571,0,32.0
2012,1.0,0,1,0,1.0,1,1989.0,2,,62643,0,32.0
2015,1.0,0,0,1,0.0,0,1171.0,2,2.0,62645,0,4.0
2014,0.884931507,0,0,1,0.0,0,2535.0,2,7.0,62826,0,34.0
2013,1.0,0,0,0,0.0,0,1500.0,2,,62826,1,38.0
2014,1.0,0,0,1,0.0,0,820.0,2,4.0,62826,0,64.0
2013,1.0,0,0,1,0.0,0,4400.0,2,7.0,62826,0,23.0
2013,0.161643836,0,0,1,0.0,0,3350.0,2,5.0,62826,0,27.0
2014,1.0,0,0,1,0.0,0,1300.0,2,5.0,62826,0,24.0
2012,0.713114754,0,0,1,0.0,0,2200.0,2,7.0,62826,0,24.0
2013,0.41369863,0,0,1,0.0,0,2200.0,2,7.0,62826,1,25.0
2012,0.50273224,0,0,1,0.0,0,4250.0,2,5.0,62826,0,35.0
2012,1.0,0,0,1,0.0,0,600.0,2,4.0,62826,0,52.0
2014,1.0,0,0,1,0.0,0,990.0,2,5.0,62826,0,54.0
2014,1.0,0,0,0,1.0,1,3275.0,2,,62826,1,34.0
2016,0.99726776,0,0,0,1.0,1,2400.0,2,,62826,1,36.0
2014,1.0,0,0,1,0.0,0,750.0,2,5.0,62826,0,24.0
2015,1.0,0,0,1,0.0,0,750.0,2,5.0,62826,0,25.0
2016,0.99726776,0,0,1,0.0,0,590.0,2,4.0,62826,0,28.0
2012,1.0,0,0,1,0.0,0,1050.0,2,5.0,62826,0,52.0
2014,1.0,0,0,1,0.0,0,1050.0,2,5.0,62826,0,54.0
2016,0.494535519,0,0,1,0.0,0,450.0,2,3.0,62826,0,28.0
2016,0.99726776,0,0,1,0.0,0,480.0,2,4.0,62826,0,56.0
2013,0.632876712,0,0,0,1.0,1,1700.0,2,,62826,0,25.0
2014,0.495890411,0,0,1,0.0,0,400.0,2,4.0,62826,0,26.0
2012,1.0,1,0,0,1.0,1,280.0,2,,62826,1,
2015,1.0,0,0,1,0.0,0,1600.0,2,5.0,62826,0,27.0
2015,1.0,0,0,1,0.0,0,1400.0,2,5.0,62826,0,25.0
2012,1.0,0,0,0,1.0,1,1220.0,2,,62826,0,32.0
2012,0.0,0,0,0,1.0,1,800.0,2,,62826,0,32.0
2013,0.0,0,0,0,1.0,1,800.0,2,,62826,0,33.0
2013,1.0,0,0,0,1.0,1,965.0,2,,62899,0,25.0
2016,0.99726776,0,0,0,1.0,1,965.0,2,,62899,0,28.0
2013,1.0,0,1,0,1.0,1,980.0,2,,62916,0,25.0
2012,1.0,0,1,0,1.0,1,900.0,2,,62916,0,
2012,1.0,0,0,0,1.0,1,474.0,2,,62916,0,24.0
2014,0.471232877,0,0,0,1.0,1,465.0,2,,62917,0,34.0
2012,1.0,0,0,0,1.0,1,570.0,2,,62917,1,32.0
2012,1.0,0,1,0,1.0,1,350.0,2,,62917,0,52.0
2012,1.0,0,0,0,1.0,1,1750.0,2,,62917,1,32.0
2012,1.0,0,0,1,0.0,0,400.0,1,3.0,63014,0,32.0
2016,0.99726776,0,0,1,0.0,0,400.0,1,3.0,63014,0,36.0
2013,1.0,0,0,0,1.0,1,420.0,1,,63014,0,53.0
2015,1.0,0,0,0,1.0,1,420.0,1,,63014,0,55.0
2012,1.0,0,0,1,0.0,0,6600.0,1,3.0,63014,0,12.0
2014,1.0,1,1,0,1.0,1,3500.0,1,,63032,0,26.0
2012,1.0,0,0,1,0.0,0,5490.0,1,5.0,63032,0,42.0
2012,1.0,0,0,1,0.0,0,600.0,1,4.0,63032,0,22.0
2016,0.99726776,0,0,1,0.0,0,600.0,1,4.0,63032,0,26.0
2013,0.747945205,0,0,1,0.0,0,2985.0,1,5.0,63032,0,53.0
2015,1.0,0,0,1,0.0,0,1050.0,1,4.0,63032,0,15.0
2014,0.0,1,0,0,1.0,1,630.0,1,,63032,1,
2013,1.0,0,1,0,1.0,1,1558.0,1,,63070,1,25.0
2016,0.99726776,0,1,0,1.0,1,1558.0,1,,63070,0,28.0
2015,1.0,0,0,1,0.0,0,1200.0,1,5.0,63075,0,55.0
2014,1.0,0,0,1,0.0,0,1800.0,1,5.0,63075,0,5.0
2014,1.0,0,0,1,0.0,0,4575.0,1,2.0,63075,0,39.0
2015,1.0,0,0,1,0.0,0,2250.0,1,3.0,63075,1,35.0
2016,1.0,0,0,1,0.0,0,2250.0,1,3.0,63075,0,36.0
2013,1.0,0,0,1,0.0,0,3781.0,1,5.0,63075,1,43.0
2015,1.0,0,0,1,0.0,0,3500.0,1,4.0,63075,1,1.0
2016,0.836065574,0,0,1,0.0,0,1400.0,1,4.0,63075,1,53.0
2014,1.0,0,0,1,0.0,0,600.0,1,3.0,63075,0,24.0
2013,0.665753425,0,0,0,1.0,1,4070.0,1,,63075,0,33.0
2013,1.0,0,0,0,1.0,1,1356.0,1,,63075,0,33.0
2015,1.0,0,0,0,1.0,1,1356.0,1,,63075,0,35.0
2013,1.0,0,0,1,0.0,0,3910.0,1,5.0,63075,1,53.0
2016,0.99726776,0,0,1,0.0,0,3910.0,1,5.0,63075,0,56.0
2012,1.0,0,0,1,0.0,0,450.0,1,4.0,63075,0,62.0
2013,0.747945205,0,0,1,0.0,0,450.0,1,4.0,63075,0,63.0
2015,1.0,0,0,1,0.0,0,450.0,1,4.0,63075,0,65.0
2013,1.0,0,0,0,1.0,1,1740.0,1,,63075,0,33.0
2015,1.0,0,0,1,0.0,0,2760.0,1,4.0,63075,1,45.0
2013,1.0,0,0,1,0.0,0,3200.0,1,4.0,63075,1,33.0
2014,1.0,0,0,1,0.0,0,3625.0,1,3.0,63075,0,16.0
2013,1.0,0,0,1,0.0,0,1798.0,1,5.0,63075,1,53.0
2012,1.0,0,0,1,0.0,0,2150.0,1,4.0,63075,0,29.0
2013,0.747945205,0,0,1,0.0,0,2150.0,1,4.0,63075,0,30.0
2016,0.99726776,0,1,0,1.0,1,4200.0,1,,63075,1,36.0
2013,1.0,0,0,1,0.0,0,1330.0,1,4.0,63075,1,59.0
2015,1.0,0,0,1,0.0,0,1330.0,1,4.0,63075,0,61.0
2013,1.0,0,0,1,0.0,0,992.0,1,4.0,63075,0,10.0
2013,1.0,0,0,1,0.0,0,1200.0,1,4.0,63103,0,113.0
2013,1.0,0,1,0,1.0,1,450.0,2,,63113,0,33.0
2012,1.0,0,1,0,1.0,1,4100.0,2,,63113,1,32.0
2016,0.99726776,0,0,1,0.0,0,2300.0,2,4.0,63113,0,266.0
2012,1.0,0,1,0,1.0,1,2000.0,2,,63113,1,24.0
2014,1.0,0,0,1,0.0,0,2016.0,2,5.0,63113,0,6.0
2012,1.0,0,0,1,0.0,0,1500.0,2,5.0,63113,0,4.0
2016,1.0,0,1,0,1.0,1,910.0,2,,63113,0,36.0
2013,1.0,0,1,0,1.0,1,580.0,2,,63113,0,25.0
2016,1.0,0,0,1,0.0,0,3015.0,2,6.0,63113,0,9.0
2014,1.0,0,0,1,0.0,0,4930.0,2,5.0,63113,1,20.0
2012,1.0,0,0,1,0.0,0,1554.0,2,4.0,63113,0,2.0
2013,1.0,0,0,1,0.0,0,1554.0,2,4.0,63113,1,3.0
2016,0.99726776,0,0,1,0.0,0,2500.0,2,7.0,63113,0,5.0
2015,1.0,0,0,1,0.0,0,700.0,2,3.0,63113,0,85.0
2016,1.0,0,0,1,0.0,0,3805.0,1,4.0,63113,0,46.0
2014,1.0,0,0,1,0.0,0,2700.0,2,3.0,63113,1,47.0
2013,1.0,0,0,1,0.0,0,2620.0,2,6.0,63113,1,1.0
2015,1.0,0,0,1,0.0,0,600.0,2,5.0,63113,0,55.0
2015,1.0,0,0,1,0.0,0,4955.0,2,3.0,63113,0,30.0
2016,0.99726776,0,0,1,0.0,0,4955.0,2,3.0,63113,0,31.0
2013,1.0,0,0,1,0.0,0,1210.0,1,3.0,63113,1,43.0
2012,1.0,0,0,1,0.0,0,1300.0,2,4.0,63113,0,12.0
2012,1.0,0,0,1,0.0,0,650.0,2,6.0,63113,0,112.0
2013,0.0,0,0,0,1.0,1,,2,,63113,0,
2013,1.0,0,0,1,0.0,0,2050.0,2,5.0,63113,0,43.0
2016,0.99726776,0,0,1,0.0,0,2650.0,2,5.0,63113,0,56.0
2012,1.0,0,0,0,1.0,1,3950.0,1,,63113,1,32.0
2012,1.0,0,0,0,1.0,1,800.0,2,,63113,0,32.0
2013,1.0,0,0,1,0.0,0,600.0,2,4.0,63113,0,53.0
2012,1.0,0,0,1,0.0,0,3100.0,1,4.0,63113,0,52.0
2013,0.747945205,0,0,1,0.0,0,3100.0,1,4.0,63113,0,53.0
2016,0.99726776,0,0,1,0.0,0,3100.0,1,4.0,63113,0,56.0
2013,1.0,0,0,1,0.0,0,596.0,2,4.0,63113,0,23.0
2013,0.747945205,0,0,1,0.0,0,1100.0,2,5.0,63113,0,53.0
2015,1.0,0,0,1,0.0,0,900.0,2,5.0,63113,0,85.0
2014,1.0,0,0,0,1.0,1,10300.0,1,,63113,0,
2012,1.0,0,0,1,0.0,0,1020.0,2,5.0,63113,0,52.0
2012,1.0,0,0,1,0.0,0,222.0,2,5.0,63113,0,112.0
2012,1.0,0,0,1,0.0,0,700.0,2,4.0,63113,0,112.0
2013,1.0,0,0,1,0.0,0,700.0,2,4.0,63113,0,113.0
2015,1.0,0,0,1,0.0,0,1595.0,2,5.0,63113,0,55.0
2016,0.99726776,0,0,1,0.0,0,6375.0,2,5.0,63113,1,54.0
2014,1.0,0,0,0,1.0,1,673.0,2,,63113,0,54.0
2016,0.99726776,0,0,0,1.0,1,673.0,2,,63113,0,56.0
2013,0.747945205,0,0,1,0.0,0,1083.0,2,5.0,63113,0,53.0
2014,1.0,0,0,1,0.0,0,1083.0,2,5.0,63113,0,54.0
2012,0.74863388,0,0,1,0.0,0,1139.0,2,6.0,63113,1,52.0
2013,1.0,0,0,1,0.0,0,4055.0,2,5.0,63113,0,30.0
2014,1.0,0,0,1,0.0,0,4055.0,2,5.0,63113,1,31.0
2013,1.0,0,0,1,0.0,0,4400.0,2,5.0,63113,1,15.0
2012,1.0,0,0,0,1.0,1,1500.0,2,,63113,0,52.0
2012,1.0,0,0,1,0.0,0,750.0,2,4.0,63113,0,52.0
2016,0.99726776,0,0,1,0.0,0,2500.0,2,5.0,63113,0,116.0
2014,1.0,0,1,0,1.0,1,1142.0,2,,63113,0,34.0
2015,1.0,0,0,1,0.0,0,720.0,2,5.0,63113,0,55.0
2015,1.0,0,0,1,0.0,0,3664.0,2,4.0,63113,0,55.0
2015,1.0,0,0,1,0.0,0,1156.0,2,5.0,63113,0,15.0
2012,1.0,0,0,1,0.0,0,6851.0,2,3.0,63113,1,32.0
2016,0.99726776,0,0,1,0.0,0,1936.0,2,7.0,63113,0,86.0
2012,1.0,0,0,0,1.0,1,1640.0,2,,63113,1,32.0
2012,1.0,0,0,1,0.0,0,1130.0,2,5.0,63113,0,57.0
2012,1.0,0,0,1,0.0,0,2210.0,2,3.0,63113,0,42.0
2014,1.0,0,0,1,0.0,0,2210.0,2,3.0,63113,0,44.0
2015,1.0,0,0,1,0.0,0,2210.0,2,3.0,63113,0,45.0
2014,1.0,0,0,1,0.0,0,6048.0,2,5.0,63113,0,54.0
2014,1.0,0,0,1,0.0,0,1170.0,2,4.0,63113,0,94.0
2015,1.0,0,0,1,0.0,0,1170.0,2,4.0,63113,0,95.0
2014,1.0,0,0,1,0.0,0,2700.0,2,3.0,63113,0,54.0
2015,1.0,0,0,1,0.0,0,2700.0,2,3.0,63113,0,55.0
2013,1.0,0,0,0,1.0,1,783.0,2,,63113,0,33.0
2012,1.0,0,0,1,0.0,0,2200.0,2,5.0,63113,0,10.0
2016,0.99726776,0,1,0,1.0,1,2000.0,2,,63113,0,36.0
2012,1.0,0,1,0,1.0,1,1500.0,2,,63113,0,32.0
2012,1.0,0,1,0,1.0,1,700.0,2,,63113,0,32.0
2014,1.0,0,0,1,0.0,0,1495.0,2,3.0,63113,0,64.0
2015,1.0,0,0,1,0.0,0,1100.0,2,4.0,63113,0,12.0
2016,0.99726776,0,0,1,0.0,0,1100.0,2,4.0,63113,0,13.0
2014,1.0,0,0,1,0.0,0,4030.0,2,6.0,63113,0,54.0
2013,1.0,0,1,0,1.0,1,1187.0,2,,63113,0,33.0
2016,1.0,0,1,0,1.0,1,1187.0,2,,63113,0,36.0
2016,1.0,0,0,1,0.0,0,2800.0,2,5.0,63113,0,46.0
2012,1.0,0,0,1,0.0,0,795.0,2,4.0,63113,0,13.0
2012,1.0,0,0,1,0.0,0,1314.0,1,5.0,63113,0,9.0
2015,1.0,0,0,0,1.0,1,7988.0,1,,63124,0,35.0
2016,0.99726776,0,0,0,1.0,1,7988.0,1,,63124,0,36.0
2013,1.0,0,1,0,1.0,1,585.0,1,,63178,0,
2012,1.0,0,0,1,0.0,0,400.0,1,2.0,63284,0,1.0
2012,1.0,0,0,1,0.0,0,1389.0,1,3.0,63300,0,25.0
2013,0.709589041,0,1,0,1.0,1,400.0,1,,63300,0,33.0
2016,1.0,0,0,1,0.0,0,7500.0,1,6.0,63308,0,49.0
2016,0.99726776,0,1,0,1.0,1,1200.0,1,,63430,0,56.0
2013,1.0,0,0,1,0.0,0,380.0,1,5.0,63470,0,53.0
2014,1.0,0,0,1,0.0,0,2586.0,2,3.0,64024,0,7.0
2014,1.0,0,1,0,1.0,1,800.0,2,,64024,0,26.0
2012,1.0,0,1,0,1.0,1,2900.0,2,,64024,0,24.0
2013,1.0,0,1,0,1.0,1,2900.0,2,,64024,0,25.0
2013,0.0,0,1,0,1.0,1,3473.0,2,,64024,0,33.0
2014,1.0,0,1,0,1.0,1,1776.0,2,,64024,0,26.0
2015,1.0,0,1,0,1.0,1,2157.0,2,,64024,1,27.0
2012,1.0,0,1,0,1.0,1,1020.0,2,,64024,0,24.0
2016,0.99726776,0,1,0,1.0,1,1323.0,2,,64024,1,36.0
2013,1.0,1,1,0,1.0,1,1376.0,2,,64024,0,33.0
2012,1.0,0,0,1,0.0,0,1784.0,2,4.0,64024,1,48.0
2015,1.0,0,0,1,0.0,0,1784.0,2,4.0,64024,1,51.0
2015,1.0,1,0,1,0.0,0,1820.0,2,4.0,64024,0,20.0
2013,1.0,0,0,1,0.0,0,2000.0,2,4.0,64024,0,5.0
2012,1.0,0,0,0,1.0,1,280.0,2,,64024,0,
2012,1.0,1,0,1,0.0,0,6417.0,2,2.0,64024,1,14.0
2016,0.99726776,1,0,1,0.0,0,6417.0,2,2.0,64024,0,18.0
2016,0.99726776,0,1,0,1.0,1,3496.0,2,,64102,0,28.0
2012,1.0,0,1,0,1.0,1,7000.0,2,,64102,1,24.0
2015,1.0,0,1,0,1.0,1,690.0,2,,64102,0,27.0
2013,1.0,0,1,0,1.0,1,4118.0,2,,64102,1,25.0
2012,1.0,0,1,0,1.0,1,8000.0,2,,64102,0,24.0
2012,1.0,0,0,1,0.0,0,5600.0,2,4.0,64102,1,4.0
2013,1.0,0,0,1,0.0,0,2015.0,2,3.0,64102,0,4.0
2014,1.0,0,0,1,0.0,0,2015.0,2,3.0,64102,0,5.0
2013,1.0,0,0,1,0.0,0,579.0,2,3.0,64102,0,4.0
2013,1.0,0,0,1,0.0,0,5182.0,2,6.0,64102,1,3.0
2014,1.0,0,0,1,0.0,0,5182.0,2,6.0,64102,0,4.0
2016,0.99726776,0,0,1,0.0,0,5182.0,2,6.0,64102,1,6.0
2014,1.0,1,0,1,0.0,0,4300.0,2,4.0,64102,1,24.0
2014,1.0,1,0,1,0.0,0,2750.0,2,4.0,64102,0,54.0
2015,1.0,1,0,1,0.0,0,2750.0,2,4.0,64102,0,55.0
2013,0.479452055,1,0,1,0.0,0,397.0,2,3.0,64102,0,63.0
2013,1.0,0,0,0,1.0,1,2440.0,2,,64102,1,33.0
2013,1.0,0,0,0,1.0,1,300.0,2,,64102,0,53.0
2016,0.99726776,0,0,1,0.0,0,530.0,2,3.0,64102,0,46.0
2015,1.0,0,0,1,0.0,0,194.0,2,2.0,64102,0,55.0
2012,1.0,1,1,0,1.0,1,750.0,2,,64102,0,52.0
2013,0.934246575,0,0,1,0.0,0,391.0,2,3.0,64122,0,103.0
2014,1.0,0,1,0,1.0,1,900.0,2,,64122,0,34.0
2014,1.0,0,1,0,1.0,1,510.0,2,,64122,0,54.0
2016,1.0,0,1,0,1.0,1,510.0,2,,64122,0,56.0
2014,1.0,0,1,0,1.0,1,600.0,2,,64122,0,34.0
2016,0.99726776,0,1,0,1.0,1,600.0,2,,64122,0,36.0
2016,0.99726776,0,0,1,0.0,0,5634.0,2,,64122,1,66.0
